user,repository_name,url,size,stargazers_count,forks_count,open_issues
kris-nova,4n6,https://github.com/kris-nova/4n6.git,4,0,0,0
tonyluj,gobpf,https://github.com/tonyluj/gobpf.git,5,0,0,0
rogercoll,xdp,https://github.com/rogercoll/xdp.git,1,0,0,0
javadh75,BPF-Training,https://github.com/javadh75/BPF-Training.git,1408,0,0,0
polaris64,ssl-trace-bpf,https://github.com/polaris64/ssl-trace-bpf.git,5,0,0,0
infrared-rb,mruby-bin-mhelloworld,https://github.com/infrared-rb/mruby-bin-mhelloworld.git,21,1,0,0
pmcclory,se_stack_trace,https://github.com/pmcclory/se_stack_trace.git,3,0,0,0
at15,bop-bpf,https://github.com/at15/bop-bpf.git,34,0,0,1
rafaeldtinoco,ipsetaudit,https://github.com/rafaeldtinoco/ipsetaudit.git,1988,6,2,0
K-OpenNet,IOVisor-eDPFM,https://github.com/K-OpenNet/IOVisor-eDPFM.git,76249,0,0,0
dpp,bearfeeder,https://github.com/dpp/bearfeeder.git,15,0,0,0
almbladh,test-linux,https://github.com/almbladh/test-linux.git,7,0,0,0
srudi88,bpf-helpers,https://github.com/srudi88/bpf-helpers.git,89,0,0,0
bokjo,ciliumche,https://github.com/bokjo/ciliumche.git,40,0,0,0
nishalkulkarni,bpfwall,https://github.com/nishalkulkarni/bpfwall.git,8,0,0,0
andyfangdz,bpf-go-playground,https://github.com/andyfangdz/bpf-go-playground.git,4,0,0,0
alptugay,tcp-protector,https://github.com/alptugay/tcp-protector.git,24,0,0,0
Buzz2d0,hoplon,https://github.com/Buzz2d0/hoplon.git,64,1,0,0
rexrock,tc-xdp-drop-tcp,https://github.com/rexrock/tc-xdp-drop-tcp.git,4,0,0,0
Machinocheese,BPF-VM,https://github.com/Machinocheese/BPF-VM.git,22,0,0,0
isgasho,SailFirewall,https://github.com/isgasho/SailFirewall.git,10,0,0,0
aya-rs,dist,https://github.com/aya-rs/dist.git,0,0,0,0
willfindlay,BPF-ADHICT,https://github.com/willfindlay/BPF-ADHICT.git,9,0,0,0
hsqStephenZhang,ubpf-rs,https://github.com/hsqStephenZhang/ubpf-rs.git,91,1,0,0
terassyi,xdpcap-with-cilium,https://github.com/terassyi/xdpcap-with-cilium.git,13,0,0,0
Orexplore,bpf-fixup-ip-checksum,https://github.com/Orexplore/bpf-fixup-ip-checksum.git,17,0,0,0
dvdlevanon,bpf-exec-tracker,https://github.com/dvdlevanon/bpf-exec-tracker.git,1,0,0,0
kckeiks,pf-rs,https://github.com/kckeiks/pf-rs.git,680,1,0,0
netsys-lab,xiondp,https://github.com/netsys-lab/xiondp.git,0,0,0,0
roshpr,secops-falco,https://github.com/roshpr/secops-falco.git,61,1,1,0
HeyLaurelTestOrg,cilium,https://github.com/HeyLaurelTestOrg/cilium.git,173817,0,0,4
PengWu-wp,xdp-learning,https://github.com/PengWu-wp/xdp-learning.git,116,1,0,0
alexgpg,deeptcptracer,https://github.com/alexgpg/deeptcptracer.git,45,0,0,0
looshlee,cilium,https://github.com/looshlee/cilium.git,152239,1,0,8
gszxy,thrumbo,https://github.com/gszxy/thrumbo.git,6,0,0,0
mlavacca,PTT,https://github.com/mlavacca/PTT.git,923,1,1,0
chripell,flowsnoop,https://github.com/chripell/flowsnoop.git,874,0,0,0
gridgentoo,bpftrace,https://github.com/gridgentoo/bpftrace.git,2776,0,0,0
mhmxs,topwrite,https://github.com/mhmxs/topwrite.git,1,0,0,0
eset,eei-agent-linux-probes,https://github.com/eset/eei-agent-linux-probes.git,12,1,0,0
willfindlay,suidsnoop,https://github.com/willfindlay/suidsnoop.git,179,8,0,0
rgolangh,gnome-shell-extension-camera-indicator,https://github.com/rgolangh/gnome-shell-extension-camera-indicator.git,13,2,1,0
rafaeldtinoco,portablebpf,https://github.com/rafaeldtinoco/portablebpf.git,1632,30,3,0
mmisono,try-bpftrace-in-mac,https://github.com/mmisono/try-bpftrace-in-mac.git,2,2,0,0
wofanli,route_loop_alert,https://github.com/wofanli/route_loop_alert.git,2,2,0,0
teknoraver,bptraf,https://github.com/teknoraver/bptraf.git,34,5,0,0
gjhenrique,bluetooth_exporter,https://github.com/gjhenrique/bluetooth_exporter.git,393,2,0,0
markpash,find-bad-middleboxes,https://github.com/markpash/find-bad-middleboxes.git,926,3,0,0
abdelhasib,RedBPF-Team-Kingoo,https://github.com/abdelhasib/RedBPF-Team-Kingoo.git,1178,5,2,0
grosualex,Sistem-de-Detectie-de-Anomalii-Folosind-Tehnologia-eBPF,https://github.com/grosualex/Sistem-de-Detectie-de-Anomalii-Folosind-Tehnologia-eBPF.git,22463,0,0,0
hyperlyz,Linux_LPE_eBPF_4.20rc1-4,https://github.com/hyperlyz/Linux_LPE_eBPF_4.20rc1-4.git,2125,0,0,0
nanorobocop,execsnoop-k8s,https://github.com/nanorobocop/execsnoop-k8s.git,1925,0,0,0
JagwarWest,lab-ebpf-based-tracing-for-packer-analysis-public,https://github.com/JagwarWest/lab-ebpf-based-tracing-for-packer-analysis-public.git,935,0,0,0
harai,efsslow,https://github.com/harai/efsslow.git,108,0,0,0
codilime,modern-dc,https://github.com/codilime/modern-dc.git,15452,11,2,0
moolen,juno,https://github.com/moolen/juno.git,21365,2,1,0
shun159,gethostlatency,https://github.com/shun159/gethostlatency.git,618,0,0,0
tw4452852,rust_bpf_minimal,https://github.com/tw4452852/rust_bpf_minimal.git,29,0,0,0
kgpp34,learning-BPF,https://github.com/kgpp34/learning-BPF.git,5,0,0,0
netlox-dev,test-scripts,https://github.com/netlox-dev/test-scripts.git,8,0,0,0
ethercflow,libdw-bpf,https://github.com/ethercflow/libdw-bpf.git,233,1,1,0
lemonrock,ubpf,https://github.com/lemonrock/ubpf.git,92,0,0,0
fntlnz,oscon-19-demo,https://github.com/fntlnz/oscon-19-demo.git,29,0,0,0
erik-dekker,performancetools,https://github.com/erik-dekker/performancetools.git,1,0,0,0
Asphaltt,iptables-bpf,https://github.com/Asphaltt/iptables-bpf.git,638,1,0,0
Stantheman,bcc-php,https://github.com/Stantheman/bcc-php.git,4,0,0,0
cuhk-lambda,trace-gen,https://github.com/cuhk-lambda/trace-gen.git,8,0,0,0
vadorovsky,aya-log-example,https://github.com/vadorovsky/aya-log-example.git,179,0,0,0
vnik5287,CVE-2017-16995,https://github.com/vnik5287/CVE-2017-16995.git,1,1,0,0
bahorn,synthcallwave,https://github.com/bahorn/synthcallwave.git,5,1,0,1
ekoops,polykube-operator,https://github.com/ekoops/polykube-operator.git,5650,0,0,0
dalehamel,ruby-production-breakpoints,https://github.com/dalehamel/ruby-production-breakpoints.git,104,1,0,2
heistp,tc-users,https://github.com/heistp/tc-users.git,47,1,0,0
SaKu2110,trace-docker,https://github.com/SaKu2110/trace-docker.git,1,0,0,0
szuwgh,villus,https://github.com/szuwgh/villus.git,2409,1,0,0
nextus,majortop,https://github.com/nextus/majortop.git,50,0,0,0
nimrodshn,fwrouter,https://github.com/nimrodshn/fwrouter.git,11501,1,1,0
espegro,contracker,https://github.com/espegro/contracker.git,11,0,1,0
moldabekov,bpf-ids,https://github.com/moldabekov/bpf-ids.git,1,1,0,0
